Date,Hits
"Thu, 01 May 2014 00:00:00",5
"Wed, 01 Jan 2020 00:00:00",25
"Sat, 01 Feb 2020 00:00:00",348294
"Sun, 01 Mar 2020 00:00:00",4426463
"Wed, 01 Apr 2020 00:00:00",12126997
"Fri, 01 May 2020 00:00:00",13579263
"Mon, 01 Jun 2020 00:00:00",19759857
"Wed, 01 Jul 2020 00:00:00",24402446
"Sat, 01 Aug 2020 00:00:00",7932994
